image	English query	German query
https://tlk.s3.yandex.net/Fashion-200K/91181929_2.jpeg	Mandala patterned cotton shirt for women	Mandala gemustertes Baumwollhemd für Damen
https://tlk.s3.yandex.net/Fashion-200K/91335629_1.jpeg	Long sleeved cotton mini dress with red, pink and green flower patterns for any day wear	Langärmeliges Baumwoll-Minikleid mit roten, rosa und grünen Blumenmustern für jeden Tag
https://tlk.s3.yandex.net/Fashion-200K/88934958_0.jpeg	Jeans, denim, going out, pink, rough, button	Jeans, Denim, Ausgehen, Rosa, rau, Knopf
https://tlk.s3.yandex.net/Fashion-200K/91372138_4.jpeg	ruffle bib blouse for women soft and comfort	rüschenbluse für Damen weich und bequem
https://tlk.s3.yandex.net/Fashion-200K/91235035_2.jpeg	Dress, polyester, going out, brown, smooth, strings	Kleid, Polyester, Ausgehen, braun, glatt, Schnüre
https://tlk.s3.yandex.net/Fashion-200K/59883196_5.jpeg	Olive green long length coat for women	Olivgrüner langer Mantel für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91082405_1.jpeg	Blue jeans with side and back pocket	Blaue Jeans mit Seiten- und Gesäßtasche
https://tlk.s3.yandex.net/Fashion-200K/91393261_2.jpeg	Dark green winter wear half sleeve jacket	Dunkelgrüne Winterjacke mit halben Ärmeln
https://tlk.s3.yandex.net/Fashion-200K/88852029_5.jpeg	long Trouser in blue colour with lining design	lange Hose in blauer Farbe mit Futterdesign
https://tlk.s3.yandex.net/Fashion-200K/91416645_2.jpeg	Skirt, cotton, going out, colorful, rough, stripes	Rock, Baumwolle, Ausgehen, bunt, rau, Streifen
https://tlk.s3.yandex.net/Fashion-200K/91249277_2.jpeg	Full sleeve white cotton shirt for women	Weißes Baumwollhemd mit vollen Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/74753383_1.jpeg	Round neck sleeveless black gown for women	Ärmelloses schwarzes Kleid mit Rundhalsausschnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/91157108_1.jpeg	Black long sleeved shirt for women	Schwarzes Langarmhemd für Damen
https://tlk.s3.yandex.net/Fashion-200K/91304567_0.jpeg	Dark pink stylish formal shirt for women	Dunkelrosa stilvolles formelles Hemd für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91281598_1.jpeg	Long under the knee dress for women	Langes Kleid unter dem Knie für Damen
https://tlk.s3.yandex.net/Fashion-200K/89817907_1.jpeg	Women's Navy blue high waist leisure trousers	Damen Freizeithose in Marineblau mit hoher Taille
https://tlk.s3.yandex.net/Fashion-200K/88694185_2.jpeg	Skirt, polyester, going out, white, smooth, gathers	Rock, Polyester, ausgehen, weiß, glatt, Raffungen
https://tlk.s3.yandex.net/Fashion-200K/82808518_1.jpeg	Full sleeve black partywear midi for women	Schwarzer Partywear Midi mit vollem Ärmel für Damen
https://tlk.s3.yandex.net/Fashion-200K/91420720_2.jpeg	skinny trouser for women in two colors	skinny Hose für Damen in zwei Farben
https://tlk.s3.yandex.net/Fashion-200K/90188010_0.jpeg	Off shoulder partywear black midi dress for women	Schulterfreies Partywear schwarzes Midikleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/86288258_3.jpeg	Mustard linen long sleeve for Men and women	Senf Leinen langarm für Männer und frauen
https://tlk.s3.yandex.net/Fashion-200K/89735082_3.jpeg	Ladies white lace, long sleeve, short dress with brown heel sandals	Damen weiße Spitze, Langarm, kurzes Kleid mit braunen Absatzsandalen
https://tlk.s3.yandex.net/Fashion-200K/91024789_4.jpeg	Slim fit brown jeans for women	Braune Slim Fit Jeans für Damen
https://tlk.s3.yandex.net/Fashion-200K/90485670_2.jpeg	Stylish cotton black loose fit skirt for women	Stylischer schwarzer loose Fit Rock aus Baumwolle für Damen
https://tlk.s3.yandex.net/Fashion-200K/91400656_1.jpeg	Skirt, polyester, going out, black, smooth, zipper	Rock, Polyester, Ausgehen, schwarz, glatt, Reißverschluss
https://tlk.s3.yandex.net/Fashion-200K/91327315_1.jpeg	Black strapless knee length drape dress for formal wear	Schwarzes trägerloses knielanges drapiertes Kleid für formelle Kleidung
https://tlk.s3.yandex.net/Fashion-200K/88796656_1.jpeg	women clothing coat in multicolor shade	damenbekleidung Mantel in mehrfarbigem Farbton
https://tlk.s3.yandex.net/Fashion-200K/91127191_0.jpeg	Dress, cotton, going to work, black and white, rough, no sleeves	Kleid, Baumwolle, zur Arbeit gehen, schwarz und weiß, rau, ohne Ärmel
https://tlk.s3.yandex.net/Fashion-200K/86347706_2.jpeg	Skin color slim fit skirt for women	Hautfarbener Slim Fit Rock für Damen
https://tlk.s3.yandex.net/Fashion-200K/89452530_1.jpeg	Stylish partywear golden embroidery design gown	Stilvolles Partykleid mit goldenem Stickmuster
https://tlk.s3.yandex.net/Fashion-200K/89089410_0.jpeg	Big Girls Black Sequin Skirt with shinny design	Großer schwarzer Paillettenrock für Mädchen mit glänzendem Design
https://tlk.s3.yandex.net/Fashion-200K/91112137_1.jpeg	Net design black midi for women	Netzdesign schwarzer Midi für Damen
https://tlk.s3.yandex.net/Fashion-200K/91405056_1.jpeg	Black spaghetti strap open back top with black leather mini skirt	Schwarzes Spaghettiträger-Oberteil mit offenem Rücken und schwarzem Lederminirock
https://tlk.s3.yandex.net/Fashion-200K/91039199_1.jpeg	Jacket, polyester, going out, multicolored, smooth, long sleeve	Jacke, Polyester, Ausgehen, mehrfarbig, glatt, Langarm
https://tlk.s3.yandex.net/Fashion-200K/90974093_0.jpeg	Net design royal blue midi dress for women	Netzdesign königsblaues Midikleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/89793222_0.jpeg	Loose fit office wear black trousers for women	Loose Fit Bürokleidung schwarze Hose für Damen
https://tlk.s3.yandex.net/Fashion-200K/89084311_2.jpeg	Loose fit stylish white skirt with net design	Loose Fit stylischer weißer Rock mit Netzdesign
https://tlk.s3.yandex.net/Fashion-200K/53349246_0.jpeg	Dress, polyester, going out, pink, smooth, no sleeves	Kleid, Polyester, Ausgehen, rosa, glatt, ohne Ärmel
https://tlk.s3.yandex.net/Fashion-200K/52055888_0.jpeg	Stylish brown skirt with pockets for women	Stilvoller brauner Rock mit Taschen für Damen
https://tlk.s3.yandex.net/Fashion-200K/86807054_2.jpeg	Black and Gold Floral Jacquard Cropped Trouser	Kurze Hose aus floralem Jacquard in Schwarz und Gold
https://tlk.s3.yandex.net/Fashion-200K/90988514_3.jpeg	Round neck sleeveless white gown with red rose print	Ärmelloses weißes Kleid mit Rundhalsausschnitt und rotem Rosendruck
https://tlk.s3.yandex.net/Fashion-200K/91410848_0.jpeg	Jacket, denim, going out, blue, rough, buttons	Jacke, Jeans, Ausgehen, blau, rau, Knöpfe
https://tlk.s3.yandex.net/Fashion-200K/90877492_0.jpeg	Half sleeve brown top with skirt	Braunes Top mit halben Ärmeln und Rock
https://tlk.s3.yandex.net/Fashion-200K/89866218_0.jpeg	Full sleeve black jacket for women	Schwarze Jacke mit vollem Ärmel für Damen
https://tlk.s3.yandex.net/Fashion-200K/55865215_0.jpeg	Dress, polyester, dinner date, pink, smooth, off shoulder	Kleid, Polyester, Verabredung zum Abendessen, rosa, glatt, schulterfrei
https://tlk.s3.yandex.net/Fashion-200K/91252595_3.jpeg	Coquille Ruched Striped Shirt for women full sleeve	Coquille gerafftes gestreiftes Hemd für Frauen volle Hülse
https://tlk.s3.yandex.net/Fashion-200K/76366732_3.jpeg	Puff design purple jacket for women	Puff Design lila Jacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/90807832_0.jpeg	Net design loose fit skirt for women	Lockerer Rock im Netzdesign für Damen
https://tlk.s3.yandex.net/Fashion-200K/90129763_2.jpeg	Pants, cotton, going to work, brown, rough, polkadots	Hose, Baumwolle, zur Arbeit gehen, braun, rau, Polkadots
https://tlk.s3.yandex.net/Fashion-200K/75192664_2.jpeg	Half sleeve white cotton top for women	Weißes Baumwoll-Top mit halben Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/78521503_0.jpeg	White cotton skirt with criss cross strings to tighten or loosen the skirt on each side, formal wear	Weißer Baumwollrock mit gekreuzten Schnüren zum Festziehen oder Lockern des Rocks auf jeder Seite, formelle Kleidung
https://tlk.s3.yandex.net/Fashion-200K/66088122_1.jpeg	Glimmering grey partywear jacket for women	Schimmernde graue Partyjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/91098293_0.jpeg	Ladies nude, winter, waterproof, zip down, jacket for cold winter outfit	Damen nackt, Winter, wasserdicht, Reißverschluss, Jacke für kaltes Winteroutfit
https://tlk.s3.yandex.net/Fashion-200K/89250547_3.jpeg	Stylish black leather jacket for women	Stylische schwarze Lederjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/91154705_0.jpeg	Tshirt, cotton, going out, white, smooth, round neck	T-Shirt, Baumwolle, Ausgehen, weiß, glatt, Rundhalsausschnitt
https://tlk.s3.yandex.net/Fashion-200K/91411704_0.jpeg	Cotton full sleeve formal shirt for women	Formelles Hemd aus Baumwolle mit vollem Ärmel für Damen
https://tlk.s3.yandex.net/Fashion-200K/90651630_2.jpeg	beautiful and comfortable Girls round Neck Rib Knit Dress	schönes und bequemes Mädchen-Rundhals-Rippstrickkleid
https://tlk.s3.yandex.net/Fashion-200K/91299998_0.jpeg	Round neck sleeveless top for women	Ärmelloses Top mit Rundhalsausschnitt für Damen
https://tlk.s3.yandex.net/Fashion-200K/87991817_4.jpeg	Check design red and white shirt for women	Rotes und weißes Hemd mit Karomuster für Damen
https://tlk.s3.yandex.net/Fashion-200K/91252984_2.jpeg	Red full sleeve top and denim jeans for women	Rotes Oberteil mit vollen Ärmeln und Jeans für Damen
https://tlk.s3.yandex.net/Fashion-200K/89694234_0.jpeg	Jacket, cotton, going out, black, rough, long sleeve	Jacke, Baumwolle, Ausgehen, schwarz, rau, Langarm
https://tlk.s3.yandex.net/Fashion-200K/90602700_3.jpeg	Stylish black leather jacket for women	Stylische schwarze Lederjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/90552174_1.jpeg	Printed full sleeve top and black skirt	Bedrucktes Oberteil mit vollen Ärmeln und schwarzem Rock
https://tlk.s3.yandex.net/Fashion-200K/91312731_3.jpeg	Half sleeve pink slim fit midi dress for women	Rosa Slim Fit Midikleid mit halben Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/91100790_1.jpeg	Blazer, cotton, going to work, black, smooth, button	Blazer, Baumwolle, zur Arbeit gehen, schwarz, glatt, Knopf
https://tlk.s3.yandex.net/Fashion-200K/91305887_3.jpeg	Loose white cotton dress with simple ruffles at the edges, summer wear	Lockeres weißes Baumwollkleid mit einfachen Rüschen an den Rändern, Sommerkleidung
https://tlk.s3.yandex.net/Fashion-200K/91398908_0.jpeg	Red Solid Classic Straight Skirt for women	Roter fester klassischer gerader Rock für Frauen
https://tlk.s3.yandex.net/Fashion-200K/73623619_1.jpeg	Full sleeve pink jacket for women	Rosa Jacke mit vollem Ärmel für Damen
https://tlk.s3.yandex.net/Fashion-200K/90115899_0.jpeg	Loose fit cotton black trousers for women	Schwarze Hose mit lockerem Schnitt aus Baumwolle für Damen
https://tlk.s3.yandex.net/Fashion-200K/91054139_1.jpeg	Dress, cotton, going out, black, rough, long sleeve	Kleid, Baumwolle, Ausgehen, schwarz, rau, lange Ärmel
https://tlk.s3.yandex.net/Fashion-200K/88346693_1.jpeg	Slim fit grey cotton trousers for women	Slim Fit graue Baumwollhose für Damen
https://tlk.s3.yandex.net/Fashion-200K/91269221_3.jpeg	shirt for women with full sleeve and round bottom	hemd für Frauen mit vollem Ärmel und rundem Boden
https://tlk.s3.yandex.net/Fashion-200K/91400751_1.jpeg	Printed partywear grey skirt for women	Bedruckter Partywear-grauer Rock für Damen
https://tlk.s3.yandex.net/Fashion-200K/89243480_0.jpeg	Jacket, nylon, going out, black, smooth, zipper	Jacke, Nylon, Ausgehen, schwarz, glatt, Reißverschluss
https://tlk.s3.yandex.net/Fashion-200K/84737837_3.jpeg	A beautiful black blazer with cute buttons for formal wear	Ein wunderschöner schwarzer Blazer mit süßen Knöpfen für formelle Kleidung
https://tlk.s3.yandex.net/Fashion-200K/89313528_0.jpeg	Stylish black leather jacket for women	Stylische schwarze Lederjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/91320429_0.jpeg	Women's Pink Lace Crop Top Midi Prom Dress	Damen rosa Spitze Crop Top Midi Abendkleid
https://tlk.s3.yandex.net/Fashion-200K/57238897_1.jpeg	Printed party wear stylish coat for women	Bedruckter Party Wear stylischer Mantel für Damen
https://tlk.s3.yandex.net/Fashion-200K/90886284_2.jpeg	Stylish black leather jacket for women	Stylische schwarze Lederjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/91193086_0.jpeg	Dress, cotton, going out, black, smooth, long sleeve	Kleid, Baumwolle, Ausgehen, schwarz, glatt, lange Ärmel
https://tlk.s3.yandex.net/Fashion-200K/91153233_1.jpeg	Net design black top with skirt for women	Netzdesign schwarzes Top mit Rock für Damen
https://tlk.s3.yandex.net/Fashion-200K/45470405_0.jpeg	Casual trouser for women in dark color and skin tight	Freizeithose für Damen in dunkler Farbe und hauteng
https://tlk.s3.yandex.net/Fashion-200K/89212234_3.jpeg	Stylish red leather jacket for women	Stylische rote Lederjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/91405037_0.jpeg	Round neck half sleeve cotton white tshirt for women	Rundhalsausschnitt Halbarm Baumwolle weißes T-Shirt für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91399328_0.jpeg	Loose fit full sleeve top and skirt for women	Loose Fit Oberteil und Rock mit vollen Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/91114153_1.jpeg	Low Crotch Pants for women in black color	Hose mit tiefem Schritt für Damen in schwarzer Farbe
https://tlk.s3.yandex.net/Fashion-200K/87930036_1.jpeg	Slim fit white jeans for women	Weiße Slim Fit Jeans für Damen
https://tlk.s3.yandex.net/Fashion-200K/89611742_1.jpeg	Stylish partywear black gown dress for women	Stilvolles schwarzes Partykleid für Damen
https://tlk.s3.yandex.net/Fashion-200K/90491684_1.jpeg	Slim fit black lower for women	Slim Fit schwarzes Unterteil für Damen
https://tlk.s3.yandex.net/Fashion-200K/90964209_3.jpeg	Slim fit office wear olive green trousers for women	Slim Fit Bürokleidung olivgrüne Hose für Damen
https://tlk.s3.yandex.net/Fashion-200K/91331076_1.jpeg	Cotton Tank Tops sleeveless in black color for women	Ärmellose Baumwoll-Tanktops in schwarzer Farbe für Damen
https://tlk.s3.yandex.net/Fashion-200K/90908141_2.jpeg	Black leather jacket with skirt for women	Schwarze Lederjacke mit Rock für Damen
https://tlk.s3.yandex.net/Fashion-200K/90295203_1.jpeg	Stylish office wear blue coat for women	Stilvoller blauer Mantel für Bürokleidung für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91400537_0.jpeg	Round neck half sleeve midi dress for women	Midikleid mit Rundhalsausschnitt und halben Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/90862953_1.jpeg	Half sleeve light blue midi dress for women	Hellblaues Midikleid mit halben Ärmeln für Damen
https://tlk.s3.yandex.net/Fashion-200K/71591306_0.jpeg	White Raw Silk with Cotton Lining for Women Trouser	Weiße Rohseide mit Baumwollfutter für Damenhosen
https://tlk.s3.yandex.net/Fashion-200K/90860087_0.jpeg	Loose fit black trousers for women	Loose Fit schwarze Hosen für Damen
https://tlk.s3.yandex.net/Fashion-200K/89946223_2.jpeg	Slim fit stylish black trousers for women	Slim Fit stylische schwarze Hose für Damen
https://tlk.s3.yandex.net/Fashion-200K/90663368_2.jpeg	Maxi skirt for women with printed design	Maxirock für Damen mit aufgedrucktem Design
https://tlk.s3.yandex.net/Fashion-200K/91077199_1.jpeg	Printed sleeveless black midi for women	Bedruckter ärmelloser schwarzer Midi für Damen
https://tlk.s3.yandex.net/Fashion-200K/90212886_4.jpeg	Stylish brown winter wear jacket for women	Stilvolle braune Winterjacke für Damen
https://tlk.s3.yandex.net/Fashion-200K/89950941_0.jpeg	Puff design long black jacker for women	Langer schwarzer Jacker im Puff-Design für Damen
https://tlk.s3.yandex.net/Fashion-200K/91092386_0.jpeg	Light color full sleeve cotton shirt	Hellfarbiges Baumwollhemd mit vollen Ärmeln
https://tlk.s3.yandex.net/Fashion-200K/90684435_0.jpeg	Feather print sleeveless tank top for women	Ärmelloses Tanktop mit Federdruck für Damen
https://tlk.s3.yandex.net/Fashion-200K/87756022_1.jpeg	Evening Dresses with Ruffles Sleeves for women	Abendkleider mit Rüschenärmeln für Frauen
https://tlk.s3.yandex.net/Fashion-200K/89263805_1.jpeg	Stylish slim fit black skirt for women	Stylischer Slim Fit schwarzer Rock für Damen
https://tlk.s3.yandex.net/Fashion-200K/38377010_0.jpeg	Net design wine red midi for women	Netzdesign weinrot Midi für Damen
https://tlk.s3.yandex.net/Fashion-200K/91081407_0.jpeg	Slim fit olive green jeans for women	Olivgrüne Slim Fit Jeans für Damen
https://tlk.s3.yandex.net/Fashion-200K/80825272_0.jpeg	White cotton Jogger pants with no pocket, formal or casual wear	Weiße Baumwoll-Joggerhose ohne Tasche, formelle oder Freizeitkleidung
https://tlk.s3.yandex.net/Fashion-200K/91227930_1.jpeg	Multicolor full sleeve shirt for women	Mehrfarbiges Hemd mit vollem Ärmel für Frauen
https://tlk.s3.yandex.net/Fashion-200K/90015668_1.jpeg	Black winter parka jacket with comfy hoodie for winter	Schwarze Winterparkajacke mit bequemem Hoodie für den Winter
https://tlk.s3.yandex.net/Fashion-200K/90990308_3.jpeg	Metallic Floral clothes for women with printed embroidery	Metallische Blumenkleidung für Frauen mit bedruckter Stickerei
https://tlk.s3.yandex.net/Fashion-200K/88865812_0.jpeg	Ladies see through black gown with white diamond pattern	Damen sehen durch schwarzes Kleid mit weißem Rautenmuster
https://tlk.s3.yandex.net/Fashion-200K/91147265_0.jpeg	Round neck grey patterned pullover with flare skirt for women	Grau gemusterter Pullover mit Rundhalsausschnitt und Schlagrock für Damen
https://tlk.s3.yandex.net/Fashion-200K/89532938_1.jpeg	Dark brown swede jacket with fitted black pants	Dunkelbraune Schwedenjacke mit taillierter schwarzer Hose
https://tlk.s3.yandex.net/Fashion-200K/89073482_0.jpeg	Petite Striped Stretch Cotton Seersucker Jacket	Zierliche gestreifte Seersucker-Jacke aus Stretch-Baumwolle
https://tlk.s3.yandex.net/Fashion-200K/91103465_1.jpeg	Tights, cotton, gym, grey and black, smooth, tight	Strumpfhose, Baumwolle, Gym, grau und schwarz, glatt, eng
https://tlk.s3.yandex.net/Fashion-200K/71018039_1.jpeg	Leather leggings in black color for women	Lederleggings in schwarzer Farbe für Damen
https://tlk.s3.yandex.net/Fashion-200K/91244876_0.jpeg	Dress, cotton, going out, black, smooth, fancy arms	Kleid, Baumwolle, Ausgehen, schwarz, glatt, ausgefallene Arme
